name,confidence,xmin,ymin,xmax,ymax
person,0.9389942288398743,595.427001953125,555.189208984375,798.185791015625,785.1242065429688
person,0.926249086856842,390.23260498046875,592.066650390625,599.4623413085938,783.5968017578125
person,0.9250413775444031,214.83348083496094,585.7250366210938,401.29718017578125,789.5178833007812
person,0.9042878150939941,596.8993530273438,46.26029968261719,738.8287963867188,404.8013000488281
person,0.89557284116745,0.11870861053466797,54.19538497924805,102.20597839355469,408.0360412597656
person,0.8952455520629883,474.15008544921875,72.8731689453125,600.0894165039062,405.1788330078125
person,0.8812410235404968,3.945178985595703,568.934814453125,249.90367126464844,795.934814453125
person,0.8805938959121704,730.6023559570312,36.356353759765625,799.9028930664062,403.6389465332031
person,0.8541586995124817,91.7738037109375,105.78233337402344,231.90943908691406,399.9717712402344
person,0.8450314402580261,347.28558349609375,75.65093994140625,493.8857727050781,407.4546813964844
person,0.8091421723365784,225.1099395751953,42.85301208496094,356.37396240234375,409.4637756347656
tie,0.7903400659561157,314.6563415527344,700.611083984375,344.0896301269531,786.4786987304688
tie,0.6822482347488403,485.2142333984375,698.703857421875,507.9444885253906,783.76611328125
tie,0.5635099411010742,671.006591796875,123.26701354980469,695.3046875,180.21347045898438
