name,confidence,xmin,ymin,xmax,ymax
person,0.9246418476104736,160.88128662109375,417.61346435546875,341.8995056152344,717.6293334960938
person,0.9175623655319214,37.18346405029297,410.78265380859375,192.69964599609375,716.8943481445312
person,0.9131499528884888,912.80859375,204.38516235351562,1012.5059814453125,553.67236328125
person,0.8682295083999634,1091.56787109375,202.40286254882812,1238.208251953125,465.5333557128906
person,0.8574100136756897,502.52001953125,262.99627685546875,691.883056640625,554.2572631835938
person,0.7580799460411072,378.5408630371094,315.7574462890625,502.7002258300781,513.0093994140625
person,0.671101987361908,701.7807006835938,287.42974853515625,807.0684204101562,491.7435302734375
clock,0.6611905097961426,623.02978515625,212.38232421875,661.0577392578125,253.32196044921875
clock,0.540988028049469,1010.982666015625,211.2891387939453,1047.02685546875,246.46823120117188
chair,0.39524540305137634,799.3113403320312,383.7327575683594,845.6715698242188,460.5301818847656
cup,0.3379336893558502,545.1787719726562,517.6729736328125,568.7047729492188,556.337646484375
bottle,0.3203586935997009,1255.3248291015625,350.06463623046875,1272.3702392578125,383.94097900390625
couch,0.26631295680999756,378.7191162109375,404.5010070800781,539.9613647460938,525.9663696289062
