name,confidence,xmin,ymin,xmax,ymax
person,0.7097079157829285,93.26895141601562,7.990303039550781,218.25167846679688,224.85333251953125
person,0.6783485412597656,0.0,3.251708984375,104.15989685058594,327.2886047363281
person,0.5345643758773804,552.6327514648438,51.16380310058594,644.0709838867188,322.1376953125
person,0.49053555727005005,193.91366577148438,0.16440582275390625,305.4633483886719,238.749755859375
person,0.4204120635986328,418.885986328125,13.637466430664062,556.0001220703125,278.02569580078125
person,0.3637641966342926,308.6712341308594,174.12586975097656,430.9691467285156,276.91717529296875
person,0.3008936941623688,344.74005126953125,18.3065185546875,438.380615234375,232.79747009277344
person,0.28692665696144104,784.535888671875,55.77604675292969,831.2296142578125,99.72216796875
tie,0.2612178921699524,39.626747131347656,92.81852722167969,60.47303009033203,125.06178283691406
person,0.2586877942085266,64.22923278808594,387.91259765625,186.93849182128906,485.880126953125
