name,confidence,xmin,ymin,xmax,ymax
sandwich,0.8729490637779236,40.23701477050781,316.3161315917969,299.3115234375,489.10369873046875
bottle,0.7540368437767029,748.2654418945312,307.422119140625,821.0986938476562,557.8767700195312
bottle,0.560742974281311,808.9824829101562,397.1815185546875,865.0281372070312,554.5245361328125
bowl,0.514660656452179,1036.04443359375,343.29217529296875,1141.8671875,415.63360595703125
person,0.46636107563972473,412.8311767578125,248.07943725585938,534.9663696289062,399.4928283691406
bowl,0.4459642767906189,899.7196044921875,377.9327392578125,1273.1995849609375,549.2879638671875
cup,0.38927510380744934,927.4398193359375,367.7138671875,1058.3424072265625,462.4560546875
pizza,0.3665774166584015,208.84176635742188,477.8755798339844,866.71044921875,703.989990234375
pizza,0.35516074299812317,357.3289794921875,576.5059814453125,857.632080078125,701.434814453125
cup,0.34984084963798523,1037.28759765625,343.54644775390625,1142.70703125,418.46240234375
bottle,0.3001801371574402,1197.8203125,297.8057556152344,1239.565673828125,402.6051330566406
bottle,0.26170673966407776,826.6033325195312,261.0247802734375,974.3806762695312,505.49493408203125
