name,confidence,xmin,ymin,xmax,ymax
banana,0.33194077014923096,833.80224609375,428.0386657714844,923.396240234375,526.9972534179688
donut,0.254097044467926,504.2102355957031,675.717529296875,585.5353393554688,745.64892578125
