name,confidence,xmin,ymin,xmax,ymax
person,0.8988036513328552,1059.7725830078125,251.62039184570312,1279.4974365234375,720.0
person,0.8227025270462036,1187.263427734375,3.6483688354492188,1257.056396484375,222.12728881835938
person,0.8038499355316162,797.8422241210938,533.015380859375,850.5405883789062,688.2978515625
person,0.7959362268447876,920.7635498046875,25.608177185058594,983.805419921875,149.44186401367188
person,0.7927799820899963,511.5064392089844,56.34766387939453,571.2619018554688,184.04397583007812
person,0.7815885543823242,859.6298828125,534.5538330078125,906.8201904296875,642.251953125
person,0.7394944429397583,3.32659912109375,297.28436279296875,224.72079467773438,720.0
person,0.6907901763916016,380.8846130371094,37.14366149902344,459.2702331542969,195.1230010986328
person,0.643034815788269,671.9859619140625,588.7037963867188,746.186767578125,716.6838989257812
person,0.6396077275276184,448.6495666503906,54.481483459472656,490.4753112792969,154.07907104492188
person,0.6205893158912659,346.8871154785156,69.83515930175781,386.1150817871094,150.7887420654297
person,0.6132017374038696,1002.323974609375,0.0,1086.013916015625,205.45645141601562
person,0.5012590885162354,581.7791748046875,59.41828918457031,611.9801025390625,147.0397491455078
person,0.46457424759864807,1063.4412841796875,20.988567352294922,1109.6094970703125,137.99269104003906
person,0.4462697505950928,0.60418701171875,4.427734375,273.8959655761719,689.67626953125
person,0.39206722378730774,603.32958984375,603.60205078125,635.85107421875,657.5806884765625
car,0.29426541924476624,649.4625854492188,586.2893676757812,703.1670532226562,640.3665161132812
person,0.2918967306613922,921.055908203125,17.016082763671875,1041.279296875,161.1782684326172
