name,confidence,xmin,ymin,xmax,ymax
person,0.9151636958122253,37.91490173339844,75.2734375,196.90748596191406,525.79296875
person,0.8858188986778259,936.4556884765625,44.330078125,1116.8795166015625,571.601806640625
person,0.868137538433075,178.3050537109375,46.27833557128906,328.04803466796875,527.4978637695312
person,0.8540835976600647,676.247802734375,58.76350402832031,821.06396484375,544.774169921875
person,0.8492841124534607,797.9619140625,69.35699462890625,951.52294921875,561.3005981445312
person,0.8382219672203064,316.234130859375,53.26438903808594,475.4351806640625,541.3237915039062
person,0.8320402503013611,461.84820556640625,111.82858276367188,587.0408325195312,532.94091796875
person,0.8222982883453369,565.182861328125,69.06288146972656,696.77685546875,522.8807983398438
book,0.3876185119152069,943.628173828125,227.34210205078125,1050.8148193359375,299.9696044921875
wine glass,0.37762072682380676,542.722412109375,196.9062042236328,572.7093505859375,275.7672119140625
